Price,Condo,Size,Rooms,Toilets,Suites,Parking,Elevator,Furnished,Swimming Pool,New,District,Negotiation Type,Property Type,Latitude,Longitude,City
1300,600,70,3,2,1,2,0,0,1,0,Vila Maria,rent,apartment,-23.518716,-46.587196,São Paulo
1450,380,53,2,1,0,1,0,0,1,0,Freguesia do Ó,rent,apartment,-23.485484682,-46.6971888405,São Paulo
4000,1935,140,4,2,1,2,0,1,1,0,Perdizes,rent,apartment,-23.5389525,-46.6821754,São Paulo
1100,290,49,3,2,1,1,0,0,1,0,José Bonifácio,rent,apartment,-23.541056,-46.442644,São Paulo
8000,0,116,2,2,1,1,0,1,0,0,Iguatemi,rent,apartment,-23.5857,-46.6826,São Paulo
1000,430,47,2,1,0,1,0,0,0,0,Campo Limpo,rent,apartment,-23.6412494,-46.7709358,São Paulo
2600,811,85,2,2,1,1,1,0,0,0,Ipiranga,rent,apartment,-23.601029,-46.611976,São Paulo
1300,365,65,2,1,0,1,1,0,0,0,Jabaquara,rent,apartment,-23.6557135,-46.6363298,São Paulo
4500,1300,190,4,2,1,4,0,1,1,0,Tatuapé,rent,apartment,-23.549773,-46.553708,São Paulo
4500,1100,87,2,2,1,1,0,0,0,0,Iguatemi,rent,apartment,-23.663746,-46.544625,São Paulo
2700,746,60,2,2,1,1,1,0,1,0,Vila Mariana,rent,apartment,-23.585097,-46.642019,São Paulo
25000,4500,306,3,4,3,5,0,0,1,0,Moema,rent,apartment,-23.602396,-46.659992,São Paulo
1500,550,53,2,2,1,2,0,1,1,0,Tucuruvi,rent,apartment,-23.4762876,-46.6254413,São Paulo
1500,529,50,2,2,1,1,0,0,0,0,Cidade Ademar,rent,apartment,-23.664956,-46.665625,São Paulo
3700,895,68,2,2,1,2,0,1,1,0,Vila Mariana,rent,apartment,-23.5053909,-46.6227832,São Paulo
850,165,53,3,2,1,1,0,0,0,0,José Bonifácio,rent,apartment,-23.540107,-46.435568,São Paulo
3700,911,88,1,2,1,2,0,0,1,0,Pinheiros,rent,apartment,-23.554614,-46.674378,São Paulo
1414,586,80,2,1,0,1,1,0,0,0,Mooca,rent,apartment,-23.5524711,-46.6075665,São Paulo
2699,835,74,2,3,1,2,0,0,1,0,Vila Leopoldina,rent,apartment,-23.531645,-46.726616,São Paulo
1300,430,60,3,1,0,1,0,0,1,0,Cachoeirinha,rent,apartment,-23.4714594,-46.6665266,São Paulo
1800,498,58,2,2,1,1,1,0,1,0,Anhanguera,rent,apartment,-23.522756,-46.655492,São Paulo
1100,454,98,3,2,1,1,0,0,0,0,Capão Redondo,rent,apartment,-23.664815,-46.766592,São Paulo
5900,650,146,3,4,1,2,1,0,1,0,Vila Leopoldina,rent,apartment,-23.528689,-46.729752,São Paulo
1600,597,66,3,1,0,1,0,0,0,0,Vila Sônia,rent,apartment,-23.5945672,-46.7277993,São Paulo
4200,1100,126,4,4,2,2,0,0,1,0,Vila Leopoldina,rent,apartment,-23.5326975,-46.7158698,São Paulo
1200,240,30,1,2,1,1,1,0,0,0,Brás,rent,apartment,-23.546959,-46.623657,São Paulo
1600,360,57,2,2,1,1,0,1,1,0,Sapopemba,rent,apartment,-23.58575,-46.533612,São Paulo
2250,628,55,2,2,1,1,1,1,0,0,Anhanguera,rent,apartment,-23.522756,-46.655492,São Paulo
6500,0,92,1,2,1,1,0,0,0,0,Iguatemi,rent,apartment,-23.5857,-46.6826,São Paulo
4500,1007,130,3,4,1,2,1,0,1,0,Vila Leopoldina,rent,apartment,-23.519453,-46.725872,São Paulo
1850,360,53,2,2,1,1,1,0,1,0,Vila Guilherme,rent,apartment,-23.516618,-46.605505,São Paulo
1500,513,45,1,1,0,0,0,1,0,0,Sé,rent,apartment,-23.5576035,-46.6279384,São Paulo
900,150,58,2,2,1,1,0,0,0,0,Artur Alvim,rent,apartment,0.0,0.0,São Paulo
1600,380,72,2,1,0,1,0,0,0,0,Cambuci,rent,apartment,-23.5632767,-46.6280739,São Paulo
2100,430,40,1,1,0,1,0,0,0,0,Moema,rent,apartment,-23.6054369,-46.6589958,São Paulo
3800,1625,145,1,3,1,2,1,1,1,0,Vila Andrade,rent,apartment,-23.623642,-46.735099,São Paulo
2000,560,73,3,3,1,2,1,0,1,0,Tatuapé,rent,apartment,-23.536757,-46.573494,São Paulo
785,415,48,2,1,0,1,0,0,0,0,Cidade Líder,rent,apartment,0.0,0.0,São Paulo
1550,564,78,3,2,1,1,0,0,1,0,Tucuruvi,rent,apartment,-23.476686,-46.623744,São Paulo
3400,0,80,3,2,1,2,0,0,0,0,Cambuci,rent,apartment,-23.567583,-46.624744,São Paulo
920,650,52,2,2,1,1,1,0,1,0,Ermelino Matarazzo,rent,apartment,-23.506507,-46.487313,São Paulo
2100,615,75,3,1,0,1,0,1,0,0,Saúde,rent,apartment,0.0,0.0,São Paulo
4000,1449,156,3,4,3,3,0,0,0,0,Tatuapé,rent,apartment,-23.5508313,-46.5584724,São Paulo
1900,633,96,2,1,0,1,0,0,0,0,Campo Grande,rent,apartment,-23.6610076,-46.6939452,São Paulo
600,0,90,1,2,1,1,0,0,0,0,Jardim Helena,rent,apartment,-23.456883,-46.401761,São Paulo
3500,1030,126,3,4,3,2,0,0,1,0,Carrão,rent,apartment,0.0,0.0,São Paulo
8500,1533,158,2,2,1,2,0,0,0,0,Vila Madalena,rent,apartment,-23.5499502,-46.6901484,São Paulo
1000,717,80,2,1,0,1,0,0,0,0,Casa Verde,rent,apartment,-23.5002428,-46.6276118,São Paulo
800,150,48,2,2,1,1,0,0,0,0,José Bonifácio,rent,apartment,-23.535978,-46.440974,São Paulo
1300,746,65,2,1,0,1,0,0,0,0,Lapa,rent,apartment,-23.5053909,-46.6227832,São Paulo
1500,550,70,2,2,1,2,1,0,0,0,Jaçanã,rent,apartment,-23.4614,-46.58579,São Paulo
7300,1145,124,3,3,1,2,1,1,0,0,Itaim Bibi,rent,apartment,-23.580261,-46.672014,São Paulo
4500,2700,215,3,3,0,1,0,0,0,0,Consolação,rent,apartment,-23.5497711,-46.6514132,São Paulo
2200,950,96,3,2,1,2,0,0,1,0,Butantã,rent,apartment,-23.5702056,-46.7447349,São Paulo
1500,190,50,2,1,0,1,0,0,0,0,Butantã,rent,apartment,-23.5819704,-46.7413404,São Paulo
2000,850,80,2,1,0,1,0,0,0,0,Mooca,rent,apartment,-23.565793,-46.5946249,São Paulo
1850,500,57,2,2,1,2,0,0,1,0,Belém,rent,apartment,-23.5440505,-46.5865535,São Paulo
1000,80,60,2,2,1,1,1,0,0,0,Penha,rent,apartment,-23.524668,-46.549516,São Paulo
4000,950,68,1,2,1,1,0,0,1,0,Brooklin,rent,apartment,-23.6203895,-46.6974986,São Paulo
1500,200,72,4,2,1,1,0,0,1,0,Jardim Helena,rent,apartment,-23.512821,-46.419062,São Paulo
1000,0,47,2,1,0,0,0,0,0,0,Itaquera,rent,apartment,-23.5591556,-46.4378458,São Paulo
1150,213,80,3,2,1,1,0,0,0,0,Cambuci,rent,apartment,-23.561327,-46.618089,São Paulo
1700,390,50,2,1,0,1,0,0,1,0,Tatuapé,rent,apartment,-23.5283184,-46.5595748,São Paulo
2800,0,140,4,3,2,2,1,0,1,0,Medeiros,rent,apartment,-23.599436,-46.729591,São Paulo
1300,583,72,2,2,1,1,1,0,1,0,Carrão,rent,apartment,-23.562782,-46.531425,São Paulo
2500,902,107,2,2,1,1,1,0,0,0,Vila Mariana,rent,apartment,-23.586853,-46.642529,São Paulo
2290,480,70,2,2,1,1,0,0,0,0,Tucuruvi,rent,apartment,0.0,0.0,São Paulo
5500,1120,44,1,2,1,1,1,1,0,0,Iguatemi,rent,apartment,-23.58383,-46.683541,São Paulo
900,879,62,2,2,1,2,1,0,0,0,Aricanduva,rent,apartment,-23.538514,-46.540155,São Paulo
2200,550,68,2,2,1,1,0,0,0,0,Ipiranga,rent,apartment,-23.574216,-46.604601,São Paulo
1500,506,64,2,1,0,1,0,0,1,0,Jaguaré,rent,apartment,-23.5572656,-46.7448214,São Paulo
3500,1030,126,3,4,3,2,1,0,1,0,Carrão,rent,apartment,-23.55404,-46.545111,São Paulo
1100,560,62,2,2,1,1,1,0,0,0,Cidade Ademar,rent,apartment,-23.675736,-46.670166,São Paulo
3000,550,31,1,2,1,1,0,0,1,0,Vila Madalena,rent,apartment,-23.555683,-46.678292,São Paulo
900,172,45,2,2,1,1,0,0,0,0,Lajeado,rent,apartment,-23.529702,-46.409785,São Paulo
480,295,48,2,2,1,1,0,0,0,0,São Rafael,rent,apartment,-23.626154,-46.47081,São Paulo
3000,500,45,1,2,1,1,1,0,1,0,Barra Funda,rent,apartment,-23.5207157,-46.6662716,São Paulo
1200,1000,90,3,3,2,2,1,0,1,0,Vila Formosa,rent,apartment,-23.562277,-46.537248,São Paulo
2600,650,45,1,2,1,1,1,0,1,0,Vila Mariana,rent,apartment,-23.589682,-46.626281,São Paulo
2800,870,120,2,1,0,1,0,0,0,0,República,rent,apartment,-23.5467608,-46.6465951,São Paulo
2600,466,80,2,2,1,1,0,0,1,0,Morumbi,rent,apartment,-23.620912,-46.742074,São Paulo
2800,450,34,1,1,0,1,0,1,1,0,Consolação,rent,apartment,-23.5510254,-46.6553085,São Paulo
5000,2016,228,4,3,2,4,0,0,1,0,Morumbi,rent,apartment,-23.618601,-46.7335095,São Paulo
1150,752,56,2,2,1,1,1,0,1,0,Mooca,rent,apartment,-23.575205,-46.592175,São Paulo
1900,650,65,2,2,1,2,0,1,1,0,Casa Verde,rent,apartment,-23.5056813,-46.6657791,São Paulo
2050,750,44,1,2,1,1,0,0,1,0,Liberdade,rent,apartment,-23.5636697,-46.6382331,São Paulo
2000,1100,84,3,2,1,2,0,0,1,0,Butantã,rent,apartment,-23.5878928,-46.7399564,São Paulo
2500,1450,200,3,2,1,1,0,0,0,0,Bom Retiro,rent,apartment,-23.5285179,-46.6321348,São Paulo
1500,650,73,3,1,0,1,0,0,0,0,Socorro,rent,apartment,-23.6907176,-46.6997658,São Paulo
3600,1150,86,2,3,2,2,0,0,1,0,Vila Mariana,rent,apartment,-23.583284,-46.629697,São Paulo
1200,766,75,2,2,1,1,1,0,0,0,Vila Prudente,rent,apartment,-23.579662,-46.575217,São Paulo
1600,550,50,2,2,1,1,0,0,0,0,Cambuci,rent,apartment,-23.575383,-46.622177,São Paulo
3000,500,58,2,2,1,1,1,1,0,0,Anhanguera,rent,apartment,-23.522756,-46.655492,São Paulo
2200,751,110,3,2,1,2,0,0,1,0,Ipiranga,rent,apartment,0.0,0.0,São Paulo
9000,2000,266,4,5,4,4,1,0,0,0,Campo Grande,rent,apartment,-23.670116,-46.696669,São Paulo
1800,690,85,2,2,1,1,0,0,1,0,Cambuci,rent,apartment,-23.5705763,-46.6241664,São Paulo
2400,580,70,1,1,0,1,0,0,1,0,Vila Leopoldina,rent,apartment,-23.5317834,-46.7451035,São Paulo
5500,3000,230,3,4,3,5,0,0,1,0,Vila Mariana,rent,apartment,-23.594701,-46.632258,São Paulo
1400,520,71,2,2,1,1,0,0,0,0,Sacomã,rent,apartment,-23.609139,-46.599784,São Paulo
1600,550,60,2,2,1,2,0,0,1,0,Tucuruvi,rent,apartment,-23.481166,-46.599992,São Paulo
1250,466,60,2,2,1,1,0,0,0,0,Rio Pequeno,rent,apartment,-23.559315,-46.748244,São Paulo
2600,478,43,1,2,1,1,1,0,1,0,Campo Belo,rent,apartment,-23.619966,-46.677315,São Paulo
2000,770,47,1,1,0,1,1,0,1,0,Moema,rent,apartment,-23.6067023,-46.667969,São Paulo
900,0,45,2,2,1,1,0,0,0,0,Lajeado,rent,apartment,-23.535407,-46.407475,São Paulo
1450,385,45,1,1,0,0,0,0,0,0,Consolação,rent,apartment,-23.5518599,-46.6494345,São Paulo
5900,1400,110,2,3,2,1,0,0,1,0,Vila Mariana,rent,apartment,-23.587614,-46.632497,São Paulo
1040,460,59,2,1,0,1,0,0,0,0,Jardim São Luis,rent,apartment,-23.6547748,-46.744826,São Paulo
2000,450,48,2,2,1,1,1,0,0,0,Lapa,rent,apartment,-23.517493,-46.718481,São Paulo
2000,650,56,2,1,0,1,0,0,1,0,Saúde,rent,apartment,-23.6227746,-46.6368757,São Paulo
1610,652,70,2,2,1,1,1,0,1,0,Tatuapé,rent,apartment,-23.541218,-46.570278,São Paulo
4200,2100,135,3,2,1,1,0,0,0,0,Itaim Bibi,rent,apartment,-23.582883,-46.677124,São Paulo
5800,1169,110,2,2,1,1,1,1,0,0,Jardim Paulista,rent,apartment,-23.568349,-46.650414,São Paulo
2000,395,86,2,2,1,1,0,1,1,0,Pari,rent,apartment,-23.51871,-46.603784,São Paulo
1600,706,55,2,1,0,1,0,0,1,0,Saúde,rent,apartment,-23.6128092,-46.6193517,São Paulo
15600,2300,162,3,4,3,3,0,0,1,0,Brooklin,rent,apartment,-23.6158234,-46.6854044,São Paulo
14983,2100,350,3,4,3,3,0,1,1,0,Itaim Bibi,rent,apartment,-23.5824647,-46.6756288,São Paulo
1400,310,34,1,2,1,1,1,0,0,0,Cambuci,rent,apartment,-23.563025,-46.616124,São Paulo
1450,590,80,2,2,1,1,0,0,0,0,Liberdade,rent,apartment,-23.561493,-46.636223,São Paulo
2300,700,114,3,2,1,2,0,0,1,0,Belém,rent,apartment,-23.53793,-46.5936563,São Paulo
1600,680,65,2,1,0,1,0,0,0,0,Butantã,rent,apartment,-23.5758663,-46.7071284,São Paulo
4500,1700,177,3,4,3,4,0,0,0,0,Morumbi,rent,apartment,-23.6299661,-46.7332,São Paulo
1200,0,90,2,1,0,0,0,0,0,0,Casa Verde,rent,apartment,-23.5126516,-46.6561987,São Paulo
14000,2500,211,3,5,3,3,0,0,1,0,Pinheiros,rent,apartment,-23.56223,-46.699906,São Paulo
1100,515,53,2,2,1,1,0,0,0,0,Penha,rent,apartment,-23.530016,-46.5387,São Paulo
2100,653,60,2,2,1,2,0,0,0,0,Saúde,rent,apartment,-23.6143879,-46.6347219,São Paulo
1800,617,36,1,2,1,1,1,0,0,0,Moema,rent,apartment,-23.609133,-46.661692,São Paulo
1000,270,70,2,1,0,1,0,0,0,0,Brás,rent,apartment,-23.5342117,-46.61154,São Paulo
1600,338,38,1,1,0,1,0,0,1,0,Jabaquara,rent,apartment,-23.6380993,-46.646123,São Paulo
5500,1182,129,3,2,1,3,0,0,1,0,Alto de Pinheiros,rent,apartment,-23.5388583,-46.7132246,São Paulo
2220,505,55,2,2,1,1,0,0,0,0,Limão,rent,apartment,-23.505244,-46.670872,São Paulo
1800,550,75,3,2,1,1,0,0,0,0,Campo Grande,rent,apartment,-23.6638829,-46.6914354,São Paulo
1200,450,50,2,1,0,1,0,0,0,0,Carrão,rent,apartment,-23.5557192,-46.5298113,São Paulo
3400,750,84,3,2,1,2,0,0,0,0,Mooca,rent,apartment,-23.556137,-46.604471,São Paulo
2000,570,63,2,2,1,2,0,0,1,0,Cambuci,rent,apartment,-23.5615183,-46.620916,São Paulo
1900,680,70,3,2,1,1,0,0,0,0,Jaguaré,rent,apartment,-23.553698,-46.738525,São Paulo
1600,370,54,2,2,1,1,0,0,1,0,Penha,rent,apartment,-23.531859,-46.549121,São Paulo
1650,598,55,2,2,1,1,1,0,1,0,Santo Amaro,rent,apartment,-23.648772,-46.702301,São Paulo
1550,520,42,1,2,1,1,0,0,1,0,Tucuruvi,rent,apartment,-23.481936,-46.606954,São Paulo
1370,610,59,3,2,1,1,0,1,0,0,Cachoeirinha,rent,apartment,-23.465337,-46.634465,São Paulo
1080,603,80,3,2,0,1,0,0,0,0,Freguesia do Ó,rent,apartment,-23.4985853,-46.6873122,São Paulo
800,675,52,2,1,0,1,0,0,0,0,Vila Matilde,rent,apartment,0.0,0.0,São Paulo
2800,1040,125,3,4,3,2,0,0,1,0,Carrão,rent,apartment,-23.551011,-46.543376,São Paulo
1500,800,91,3,1,2,2,1,0,1,0,Cidade Ademar,rent,apartment,-23.658428,-46.670955,São Paulo
1200,330,50,2,1,0,1,0,0,0,0,Vila Sônia,rent,apartment,-23.5948488,-46.7419976,São Paulo
4100,1400,116,3,4,3,3,1,0,1,0,Vila Mariana,rent,apartment,-23.589131,-46.627662,São Paulo
1500,361,48,1,1,0,0,0,0,0,0,Cambuci,rent,apartment,-23.5658514,-46.6193321,São Paulo
2200,269,35,1,1,0,0,0,1,0,0,Consolação,rent,apartment,-23.5483633,-46.6451621,São Paulo
1800,800,68,3,2,1,1,0,0,0,0,Aricanduva,rent,apartment,-23.536374,-46.543065,São Paulo
1250,40,80,2,1,0,0,0,0,0,0,Bom Retiro,rent,apartment,-23.5053909,-46.6227832,São Paulo
800,398,50,2,1,0,1,1,0,0,0,Brasilândia,rent,apartment,0.0,0.0,São Paulo
2700,0,80,3,2,1,1,0,1,1,0,Campo Grande,rent,apartment,-23.66457,-46.6885363,São Paulo
1350,345,49,2,2,1,1,0,0,0,0,Carrão,rent,apartment,-23.552816,-46.522893,São Paulo
22000,4000,262,4,5,4,4,0,0,0,0,Perdizes,rent,apartment,-23.5376651,-46.6747129,São Paulo
3300,1350,132,3,3,1,2,1,1,1,0,Pirituba,rent,apartment,-23.49838,-46.753104,São Paulo
1000,709,59,2,2,1,1,0,0,0,0,Carrão,rent,apartment,-23.5478249,-46.5288442,São Paulo
1210,190,56,2,2,1,1,0,0,0,0,Artur Alvim,rent,apartment,-23.551123,-46.488925,São Paulo
2500,630,79,2,2,1,2,0,0,1,0,Vila Guilherme,rent,apartment,-23.5127608,-46.609655,São Paulo
1400,550,60,3,2,1,1,1,0,1,0,Butantã,rent,apartment,-23.58763,-46.739543,São Paulo
1100,0,56,2,1,0,1,0,0,0,0,Itaquera,rent,apartment,-23.550769,-46.4428514,São Paulo
8500,4251,270,4,5,4,4,0,0,1,0,Campo Belo,rent,apartment,-23.6181774,-46.674441,São Paulo
2000,683,80,3,2,1,2,1,0,1,0,Tatuapé,rent,apartment,-23.534374,-46.578869,São Paulo
2500,1100,84,3,2,1,2,0,1,1,0,Vila Sônia,rent,apartment,-23.587866,-46.7400153,São Paulo
1600,600,70,3,2,1,1,1,0,1,0,Mandaqui,rent,apartment,-23.4696958,-46.6348048,São Paulo
1800,400,55,2,1,0,1,0,1,0,0,Butantã,rent,apartment,-23.5713109,-46.7412135,São Paulo
1205,695,59,2,1,0,1,0,0,1,0,Vila Matilde,rent,apartment,-23.5361986,-46.5270632,São Paulo
6000,1500,185,4,3,2,3,0,0,1,0,Campo Grande,rent,apartment,-23.6666773,-46.6946648,São Paulo
5800,1076,115,3,3,1,2,1,1,1,0,Santo Amaro,rent,apartment,-23.649162,-46.702493,São Paulo
4800,1478,115,2,2,1,2,1,1,1,0,Moema,rent,apartment,-23.6031945,-46.6715763,São Paulo
10000,2600,261,3,4,3,4,0,0,1,0,Morumbi,rent,apartment,-23.6330116,-46.7343321,São Paulo
850,0,56,2,1,0,1,0,0,0,0,José Bonifácio,rent,apartment,0.0,0.0,São Paulo
4700,3283,218,3,4,3,4,1,1,1,0,Campo Belo,rent,apartment,-23.623017,-46.67591,São Paulo
4900,850,127,3,4,3,2,1,1,1,0,Ipiranga,rent,apartment,-23.601569,-46.617087,São Paulo
2500,800,68,3,2,1,2,0,0,1,0,Vila Matilde,rent,apartment,-23.533291,-46.524037,São Paulo
3300,950,134,3,3,1,2,1,1,1,0,Butantã,rent,apartment,-23.587269,-46.752849,São Paulo
2800,420,33,1,2,1,1,1,1,1,0,Vila Madalena,rent,apartment,-23.546658,-46.692002,São Paulo
4200,1450,98,2,1,0,1,0,0,0,0,Jardim Paulista,rent,apartment,-23.5793431,-46.6771848,São Paulo
5000,800,60,1,2,1,1,0,1,1,0,Itaim Bibi,rent,apartment,-23.5917572,-46.6837781,São Paulo
1600,440,55,1,2,1,1,1,0,0,0,Bom Retiro,rent,apartment,-23.526682,-46.640855,São Paulo
3100,2110,170,3,2,1,2,0,0,0,0,Pinheiros,rent,apartment,-23.559545,-46.672365,São Paulo
15000,3200,277,4,6,4,4,1,0,1,0,Vila Mariana,rent,apartment,-23.576177,-46.634277,São Paulo
1400,371,50,2,1,0,1,0,0,0,0,Brás,rent,apartment,-23.5500172,-46.6219762,São Paulo
2400,480,69,2,2,1,0,0,0,0,0,Barra Funda,rent,apartment,-23.52119,-46.648099,São Paulo
1700,1000,80,3,2,1,1,0,0,0,0,Casa Verde,rent,apartment,-23.509778,-46.663848,São Paulo
1500,732,74,3,2,1,1,1,0,1,0,Cidade Ademar,rent,apartment,-23.665443,-46.659179,São Paulo
2000,682,54,2,1,0,1,0,0,1,0,República,rent,apartment,-23.540177,-46.6451712,São Paulo
2300,700,93,3,2,1,0,0,0,0,0,Barra Funda,rent,apartment,-23.5270311,-46.6508283,São Paulo
1100,538,37,1,1,0,1,0,0,0,0,Cambuci,rent,apartment,-23.5670862,-46.6233186,São Paulo
7500,1165,111,2,4,2,2,1,0,1,0,Vila Olimpia,rent,apartment,-23.594329,-46.688316,São Paulo
1200,393,48,2,2,1,1,1,0,0,0,Penha,rent,apartment,-23.512882,-46.547654,São Paulo
4000,1600,175,4,4,3,3,1,1,1,0,Morumbi,rent,apartment,-23.625706,-46.734264,São Paulo
1450,150,60,2,2,1,1,0,0,0,0,Santana,rent,apartment,-23.501052,-46.622735,São Paulo
2500,830,70,3,2,1,3,0,1,0,0,Ipiranga,rent,apartment,-23.5744241,-46.6134741,São Paulo
1100,440,61,1,1,0,0,0,0,1,0,Belém,rent,apartment,-23.5389118,-46.5956147,São Paulo
1650,299,58,2,1,0,1,0,1,0,0,Limão,rent,apartment,0.0,0.0,São Paulo
4630,1624,120,3,2,1,2,0,0,1,0,Moema,rent,apartment,-23.6024816,-46.6680778,São Paulo
5000,1240,120,3,3,1,2,0,0,1,0,Vila Madalena,rent,apartment,-23.554729,-46.689597,São Paulo
1300,400,49,2,2,1,1,0,0,1,0,Pirituba,rent,apartment,-23.477879,-46.708328,São Paulo
1000,0,50,2,2,1,1,0,0,0,0,Vila Jacuí,rent,apartment,-23.492843,-46.457469,São Paulo
1800,402,66,3,1,0,1,1,0,0,0,Alto de Pinheiros,rent,apartment,-23.5423554,-46.716605,São Paulo
15000,1500,138,1,2,1,2,0,0,1,0,Itaim Bibi,rent,apartment,-23.5867625,-46.6799476,São Paulo
1300,558,60,2,2,1,1,0,0,0,0,Jaguaré,rent,apartment,-23.552935,-46.746595,São Paulo
1450,1,48,2,2,1,1,0,0,0,0,Capão Redondo,rent,apartment,-23.674152,-46.754348,São Paulo
1550,500,64,3,1,0,1,0,0,1,0,Campo Grande,rent,apartment,-23.6581044,-46.6905018,São Paulo
1270,680,65,2,2,1,1,0,0,1,0,Butantã,rent,apartment,-23.5543685,-46.7486049,São Paulo
9000,2434,255,3,2,1,2,0,0,0,0,Santa Cecília,rent,apartment,-23.5362287,-46.6585233,São Paulo
800,377,38,1,1,0,0,0,0,0,0,República,rent,apartment,-23.5400188,-46.6367462,São Paulo
1800,545,68,2,1,0,1,1,0,0,0,Mooca,rent,apartment,-23.5626756,-46.6022731,São Paulo
800,0,50,1,2,1,1,0,0,0,0,Vila Maria,rent,apartment,-23.507732,-46.584039,São Paulo
2100,0,40,1,1,0,1,0,1,1,0,Jabaquara,rent,apartment,-23.6380426,-46.642778,São Paulo
22300,1800,209,4,5,3,3,1,1,1,0,Moema,rent,apartment,-23.607441,-46.664581,São Paulo
1000,300,48,2,2,1,1,0,0,0,0,Brasilândia,rent,apartment,-23.462378,-46.702123,São Paulo
25000,4600,364,4,2,1,0,1,0,0,0,Alto de Pinheiros,rent,apartment,-23.5511925,-46.7214333,São Paulo
1000,0,50,1,2,1,1,0,0,0,0,Vila Guilherme,rent,apartment,-23.519524,-46.60568,São Paulo
1100,665,68,3,1,0,1,0,0,0,0,Campo Grande,rent,apartment,-23.6628797,-46.6842046,São Paulo
20000,5705,469,4,5,4,4,0,0,1,0,Jardim Paulista,rent,apartment,-23.5643983,-46.6620572,São Paulo
900,500,50,2,2,1,1,0,0,0,0,Brasilândia,rent,apartment,-23.471708,-46.687679,São Paulo
1100,80,47,2,2,1,1,0,0,0,0,Itaquera,rent,apartment,-23.536562,-46.442988,São Paulo
3300,0,74,3,2,1,1,0,0,1,0,Moema,rent,apartment,-23.6094151,-46.661057,São Paulo
3500,680,70,1,2,1,2,0,0,1,0,Vila Leopoldina,rent,apartment,-23.5342272,-46.7437917,São Paulo
1500,371,54,2,1,0,1,0,0,0,0,Pirituba,rent,apartment,0.0,0.0,São Paulo
1800,658,63,3,2,1,1,0,0,0,0,Mandaqui,rent,apartment,-23.4795507,-46.6416595,São Paulo
1900,160,76,2,1,0,0,0,0,0,0,Bom Retiro,rent,apartment,0.0,0.0,São Paulo
1700,430,42,2,2,1,1,1,0,1,0,Brás,rent,apartment,-23.537214,-46.604819,São Paulo
1100,250,50,1,1,0,0,0,0,0,0,Brás,rent,apartment,-23.5342117,-46.61154,São Paulo
1700,598,33,1,1,0,1,0,0,1,0,Consolação,rent,apartment,-23.5053909,-46.6227832,São Paulo
3000,250,30,1,2,1,1,0,1,0,0,Vila Madalena,rent,apartment,-23.546942,-46.695603,São Paulo
1200,800,70,2,2,1,1,0,0,0,0,Ipiranga,rent,apartment,-23.57489,-46.614974,São Paulo
1500,546,65,3,2,1,1,0,0,0,0,Mandaqui,rent,apartment,-23.47234,-46.637558,São Paulo
2300,1400,96,3,2,1,1,0,0,0,0,Perdizes,rent,apartment,-23.5346199,-46.686575,São Paulo
1900,1024,79,3,2,0,1,0,0,0,0,Vila Andrade,rent,apartment,-23.6272551,-46.7367226,São Paulo
1400,394,47,2,1,0,1,0,0,0,0,Cidade Ademar,rent,apartment,-23.6762025,-46.6430358,São Paulo
10000,9500,452,4,3,2,4,1,0,1,0,Alto de Pinheiros,rent,apartment,-23.5507556,-46.7195476,São Paulo
2000,790,42,1,2,1,1,0,0,0,0,Santa Cecília,rent,apartment,-23.533315,-46.657999,São Paulo
3300,990,78,2,2,1,2,0,1,1,0,Vila Leopoldina,rent,apartment,-23.5254937,-46.7383476,São Paulo
1950,986,82,3,2,1,1,0,0,0,0,Vila Sônia,rent,apartment,-23.600267,-46.7300483,São Paulo
1600,395,60,1,1,0,0,0,0,0,0,Bela Vista,rent,apartment,-23.5547656,-46.6485653,São Paulo
1500,299,58,2,2,1,1,1,0,0,0,Limão,rent,apartment,-23.507445,-46.671741,São Paulo
4500,0,127,4,3,2,2,0,0,0,0,Ipiranga,rent,apartment,-23.5943543,-46.6028986,São Paulo
1750,550,55,2,1,0,1,0,1,1,0,Jaguaré,rent,apartment,-23.454984,-46.669451,São Paulo
2500,1690,140,3,2,1,2,1,0,1,0,Santana,rent,apartment,-23.4931769,-46.6385115,São Paulo
1000,295,30,1,2,1,1,1,0,0,0,Bom Retiro,rent,apartment,-23.526073,-46.641344,São Paulo
1400,0,65,2,2,1,1,0,0,0,0,Vila Prudente,rent,apartment,-23.59838,-46.576229,São Paulo
1350,550,70,2,2,1,1,0,0,1,0,Butantã,rent,apartment,-23.573115,-46.749772,São Paulo
1600,500,79,2,2,1,1,0,0,0,0,Jaraguá,rent,apartment,-23.525942,-46.644811,São Paulo
1600,400,35,1,2,1,1,1,0,1,0,Jabaquara,rent,apartment,-23.63807,-46.646119,São Paulo
1400,200,45,2,1,0,1,0,0,0,0,Tucuruvi,rent,apartment,-23.473538,-46.6041359,São Paulo
2100,417,40,1,2,1,1,0,1,0,0,República,rent,apartment,-23.546555,-46.644638,São Paulo
2500,600,80,3,2,1,2,0,0,1,0,Tatuapé,rent,apartment,-23.548011,-46.557807,São Paulo
1000,300,42,2,1,0,0,0,0,0,0,Aricanduva,rent,apartment,-23.5752961,-46.5019739,São Paulo
800,388,55,2,2,1,1,0,0,0,0,Penha,rent,apartment,-23.527695,-46.5798715,São Paulo
